company,industry,country,year,month,stage,company_size,layoffs_count,layoffs_pct,funds_raised_m,reason,stock_impact_pct,severity
Coinbase,Cloud Computing,UK,2024,9,Series A,123925,12738,0.1028,36.5,Product Pivot,,Medium
PayPal,HealthTech,USA,2022,1,Series D+,101626,24733,0.2434,906.9,Market Downturn,,High
Better.com,HealthTech,Australia,2024,4,Series D+,128022,25546,0.1995,745.2,Cost Cutting,,High
Getir,E-Commerce,Canada,2024,4,Series D+,33538,6445,0.1922,778.8,Merger/Acquisition,,High
Salesforce,Gaming,USA,2023,2,Series D+,38638,3091,0.08,253.0,Market Downturn,,Medium
Wayfair,Hardware,USA,2024,6,Series A,111240,18181,0.1634,46.3,Restructuring,,High
Zoom,E-Commerce,USA,2023,3,Series A,111674,11311,0.1013,38.6,Regulatory Pressure,,Medium
SAP,HealthTech,Canada,2022,7,Public,49772,5191,0.1043,8220.6,IPO Preparation,2.68,Medium
Zoom,Social Media,USA,2022,11,Series C,138480,21156,0.1528,187.3,Over-hiring Post-COVID,,High
Cisco,Cloud Computing,USA,2023,11,Series A,142416,10288,0.0722,11.1,IPO Preparation,,Medium
Gorillas,E-Commerce,Australia,2020,5,Private Equity,51955,12440,0.2394,1870.8,IPO Preparation,,High
Bolt,Gaming,UK,2023,4,Series D+,68947,7390,0.1072,910.9,IPO Preparation,,Medium
Klarna,FinTech,USA,2024,5,Series D+,77608,13152,0.1695,477.3,Restructuring,,High
Uber,Cybersecurity,USA,2022,8,Public,38833,9181,0.2364,1940.5,Over-hiring Post-COVID,0.38,High
Netflix,HealthTech,Singapore,2023,3,Private Equity,121719,24652,0.2025,2422.4,Restructuring,,High
Airbnb,Hardware,France,2024,7,Public,83529,835,0.01,7828.2,IPO Preparation,-3.44,Low
HP,Logistics,India,2024,6,Series C,40197,6254,0.1556,1.5,Cost Cutting,,High
IBM,FinTech,UK,2024,12,Public,18134,3410,0.1881,4083.6,IPO Preparation,-8.4,High
Peloton,EdTech,UK,2023,1,Public,126020,24113,0.1913,8328.4,Cost Cutting,7.18,High
Meta,AI/ML,Brazil,2024,7,Series D+,25061,775,0.0309,647.7,Merger/Acquisition,,Low
Google,Gaming,Brazil,2023,7,Private Equity,149605,10088,0.0674,1205.6,IPO Preparation,,Medium
SAP,Logistics,USA,2022,12,Public,55563,11088,0.1996,4434.5,Market Downturn,-5.23,High
Dropbox,AI/ML,Australia,2023,1,Series C,26421,1560,0.0591,165.5,Restructuring,,Medium
Cisco,Gaming,USA,2023,9,Public,19840,1905,0.096,1590.4,IPO Preparation,-7.15,Medium
Intel,Hardware,USA,2022,6,Public,63281,15571,0.2461,7105.1,Restructuring,-6.12,High
Snap,Social Media,India,2023,12,Series D+,15401,1789,0.1162,210.3,Regulatory Pressure,,Medium
Wayfair,Hardware,USA,2023,2,Series D+,11138,688,0.0619,879.1,IPO Preparation,,Medium
SAP,Cybersecurity,Singapore,2022,5,Public,44824,2231,0.0498,6773.2,Market Downturn,6.24,Low
Lyft,FinTech,USA,2023,11,Public,88856,13027,0.1466,2097.5,IPO Preparation,0.18,Medium
Getir,Cloud Computing,UK,2023,4,Public,33142,442,0.0133,3151.5,Product Pivot,1.13,Low
Intel,Gaming,Netherlands,2023,7,Public,25878,2593,0.1002,7426.4,Merger/Acquisition,2.39,Medium
LinkedIn,Hardware,Netherlands,2020,8,Private Equity,51367,7533,0.1467,1819.7,Regulatory Pressure,,Medium
Coinbase,Cloud Computing,USA,2020,11,Private Equity,74186,16612,0.2239,1129.6,Restructuring,,High
Lyft,Cybersecurity,USA,2022,11,Public,43375,7521,0.1734,7404.5,Regulatory Pressure,-9.65,High
Coinbase,HealthTech,Germany,2024,1,Series C,118671,7461,0.0629,444.8,Merger/Acquisition,,Medium
Bolt,EdTech,USA,2022,5,Series A,100561,21547,0.2143,44.3,Restructuring,,High
eBay,FinTech,Brazil,2023,3,Public,64877,6230,0.096,3199.7,Restructuring,-5.0,Medium
Lyft,Cybersecurity,Netherlands,2022,1,Series B,55191,1166,0.0211,100.2,Product Pivot,,Low
Coinbase,Cybersecurity,USA,2022,12,Private Equity,49563,5265,0.1062,1671.8,IPO Preparation,,Medium
Coinbase,Hardware,USA,2024,3,Public,92282,21691,0.2351,4622.8,Cost Cutting,-3.32,High
Gorillas,Social Media,USA,2023,6,Public,78843,10503,0.1332,6877.9,Merger/Acquisition,-7.11,Medium
Bolt,AI/ML,Netherlands,2021,7,Private Equity,83571,10112,0.121,582.1,Market Downturn,,Medium
Robinhood,EdTech,USA,2022,8,Series D+,137064,34399,0.251,321.8,Merger/Acquisition,,High
Oracle,FinTech,USA,2020,11,Public,121899,1218,0.01,5361.7,IPO Preparation,-6.25,Low
Stripe,HealthTech,USA,2023,4,Public,31857,546,0.0172,4016.9,Product Pivot,-4.74,Low
Better.com,HealthTech,Germany,2023,3,Series D+,32814,328,0.01,599.3,Over-hiring Post-COVID,,Low
Netflix,E-Commerce,USA,2021,5,Series C,70783,10604,0.1498,87.8,Regulatory Pressure,,Medium
Dell,Cybersecurity,USA,2022,9,Series B,60067,8008,0.1333,120.9,Over-hiring Post-COVID,,Medium
Coinbase,Gaming,Singapore,2022,6,Private Equity,47506,11563,0.2434,1468.3,Product Pivot,,High
Unity,Social Media,Netherlands,2024,9,Public,142258,19841,0.1395,6307.0,Regulatory Pressure,-8.87,Medium
Dell,EdTech,Australia,2024,6,Series D+,62106,5444,0.0877,822.0,IPO Preparation,,Medium
Klarna,Hardware,USA,2020,2,Series D+,19391,2329,0.1201,757.6,Product Pivot,,Medium
Salesforce,HealthTech,USA,2023,5,Series D+,102232,13230,0.1294,1176.6,Cost Cutting,,Medium
Airbnb,FinTech,Germany,2022,12,Public,30377,303,0.01,2375.1,Merger/Acquisition,-7.83,Low
Twitter/X,E-Commerce,USA,2022,11,Private Equity,14526,4892,0.3368,1821.8,IPO Preparation,,High
PayPal,FinTech,Netherlands,2023,9,Series A,20922,3380,0.1616,13.3,Regulatory Pressure,,High
Amazon,Social Media,India,2024,8,Series D+,140816,19263,0.1368,531.7,Merger/Acquisition,,Medium
Snap,Gaming,USA,2024,7,Series C,33981,5750,0.1692,154.5,Over-hiring Post-COVID,,High
Twilio,E-Commerce,Netherlands,2023,1,Public,89680,15851,0.1768,6563.9,IPO Preparation,-1.6,High
Twitter/X,E-Commerce,Singapore,2022,4,Series D+,109884,11950,0.1088,779.1,Market Downturn,,Medium
Better.com,AI/ML,USA,2023,12,Series C,58531,4067,0.0695,298.4,Merger/Acquisition,,Medium
Meta,EdTech,UK,2022,7,Series D+,140093,23529,0.168,445.8,Restructuring,,High
Airbnb,E-Commerce,USA,2023,11,Private Equity,133318,20111,0.1509,1320.2,Regulatory Pressure,,High
Wayfair,SaaS,USA,2022,7,Series C,83627,4616,0.0552,208.4,Restructuring,,Medium
Cisco,AI/ML,USA,2023,6,Series D+,92754,21660,0.2335,922.7,Cost Cutting,,High
Zoom,AI/ML,Germany,2022,8,Series B,68732,9860,0.1435,72.4,Regulatory Pressure,,Medium
eBay,Social Media,Singapore,2022,11,Public,143584,25613,0.1784,7659.6,IPO Preparation,-7.48,High
PayPal,SaaS,UK,2024,6,Series D+,80724,18675,0.2314,263.8,Regulatory Pressure,,High
Shopify,Cloud Computing,USA,2021,10,Public,30460,3708,0.1218,3387.0,Cost Cutting,-1.75,Medium
Robinhood,FinTech,Germany,2023,3,Series D+,88195,12819,0.1454,1336.7,Regulatory Pressure,,Medium
Dell,Gaming,USA,2022,4,Series B,130566,24128,0.1848,99.1,IPO Preparation,,High
Better.com,Logistics,France,2020,3,Series D+,139482,8649,0.062,379.2,Over-hiring Post-COVID,,Medium
Opendoor,FinTech,USA,2020,1,Series B,3193,396,0.1243,130.5,Market Downturn,,Medium
Klarna,E-Commerce,USA,2022,10,Series C,115813,15060,0.13,243.0,Market Downturn,,Medium
Meta,Gaming,USA,2024,5,Public,147430,6415,0.0435,3328.3,Product Pivot,-2.35,Low
Zoom,HealthTech,Canada,2022,1,Series B,29310,8951,0.3054,67.4,Cost Cutting,,High
Salesforce,Cloud Computing,USA,2024,1,Public,20592,205,0.01,10536.7,IPO Preparation,13.39,Low
Coinbase,HealthTech,Canada,2023,2,Public,58605,946,0.0162,4496.9,Merger/Acquisition,-0.92,Low
Oracle,SaaS,USA,2022,4,Series D+,29055,6541,0.2251,183.8,Restructuring,,High
Twitter/X,HealthTech,USA,2023,6,Public,72434,12825,0.1771,7987.4,Merger/Acquisition,-6.08,High
Peloton,Hardware,UK,2023,8,Public,73288,2779,0.0379,6222.1,Restructuring,-5.9,Low
Twitter/X,EdTech,Singapore,2023,3,Series C,77757,13108,0.1686,208.0,Over-hiring Post-COVID,,High
Getir,FinTech,Singapore,2022,1,Series D+,18439,4377,0.2374,501.4,Restructuring,,High
Google,Logistics,USA,2022,3,Series D+,143397,16860,0.1176,1015.5,Merger/Acquisition,,Medium
Dropbox,Hardware,USA,2024,12,Private Equity,128568,42158,0.3279,1351.8,Regulatory Pressure,,High
Gorillas,Social Media,USA,2024,3,Series C,536,5,0.01,68.9,Merger/Acquisition,,Low
Gorillas,Logistics,UK,2024,5,Series A,94448,16576,0.1755,68.6,Market Downturn,,High
Snap,HealthTech,UK,2022,11,Public,84207,17963,0.2133,4132.0,IPO Preparation,-2.24,High
Snap,E-Commerce,Netherlands,2023,12,Series C,39551,7566,0.1913,479.5,Market Downturn,,High
Uber,Cloud Computing,Singapore,2023,12,Series A,81238,8420,0.1037,60.5,Cost Cutting,,Medium
Oracle,Cybersecurity,USA,2023,4,Series C,74096,7169,0.0968,179.9,Regulatory Pressure,,Medium
Zoom,Logistics,UK,2022,4,Series C,60571,9420,0.1555,424.0,Merger/Acquisition,,High
HP,HealthTech,Netherlands,2023,9,Series D+,131113,24290,0.1853,591.5,Regulatory Pressure,,High
Stripe,Cloud Computing,Australia,2022,7,Public,74101,12463,0.1682,1266.6,Regulatory Pressure,3.61,High
Meta,Gaming,USA,2022,4,Series D+,30373,6171,0.2032,664.1,IPO Preparation,,High
Dell,FinTech,USA,2024,3,Series D+,71968,2770,0.0385,927.2,Over-hiring Post-COVID,,Low
Microsoft,AI/ML,USA,2022,6,Series A,26970,2744,0.1018,32.6,Restructuring,,Medium
Meta,EdTech,USA,2020,3,Public,8828,395,0.0448,4385.9,Cost Cutting,-2.04,Low
Wayfair,Cloud Computing,USA,2020,6,Private Equity,137905,12288,0.0891,2186.1,Product Pivot,,Medium
Opendoor,E-Commerce,USA,2024,11,Private Equity,121673,24482,0.2012,1563.9,Regulatory Pressure,,High
Coinbase,SaaS,India,2023,11,Public,47138,6063,0.1286,3313.4,Product Pivot,-7.81,Medium
Peloton,E-Commerce,USA,2022,12,Public,11768,3866,0.3285,6404.1,IPO Preparation,-3.01,High
Lyft,Cloud Computing,USA,2024,9,Series A,114420,15500,0.1355,43.2,Restructuring,,Medium
eBay,E-Commerce,USA,2024,6,Private Equity,110879,13834,0.1248,13.0,Restructuring,,Medium
Opendoor,FinTech,Australia,2022,12,Series D+,148617,19096,0.1285,937.1,IPO Preparation,,Medium
Google,E-Commerce,France,2023,4,Public,8387,578,0.069,5783.7,Restructuring,5.09,Medium
Intel,Logistics,UK,2023,5,Series D+,25418,2932,0.1154,806.4,Market Downturn,,Medium
Meta,AI/ML,USA,2023,6,Series C,35997,7567,0.2102,407.0,Restructuring,,High
Twitter/X,E-Commerce,Brazil,2022,11,Public,94062,12145,0.1291,3655.2,Product Pivot,-7.32,Medium
Twilio,AI/ML,USA,2024,3,Series B,12429,702,0.0565,136.2,Restructuring,,Medium
Twilio,HealthTech,USA,2023,8,Public,102701,4723,0.046,1866.1,Merger/Acquisition,-2.31,Low
Oracle,Social Media,USA,2022,4,Public,117066,9831,0.084,5814.2,IPO Preparation,-4.77,Medium
Dropbox,FinTech,USA,2022,8,Series D+,29046,3657,0.1259,1425.0,Over-hiring Post-COVID,,Medium
IBM,Social Media,USA,2020,10,Series D+,82994,17884,0.2155,481.6,Product Pivot,,High
Gorillas,HealthTech,Netherlands,2021,10,Public,47066,600,0.0128,3480.4,Over-hiring Post-COVID,-3.54,Low
Zoom,FinTech,Germany,2023,3,Series D+,85964,8116,0.0944,572.8,Product Pivot,,Medium
HP,Cloud Computing,USA,2020,10,Public,128779,16940,0.1315,5260.0,Regulatory Pressure,-0.58,Medium
Amazon,Cloud Computing,Singapore,2022,7,Public,82491,824,0.01,2873.9,Cost Cutting,-3.22,Low
Cisco,AI/ML,USA,2023,11,Public,93180,4967,0.0533,5842.5,Merger/Acquisition,-1.11,Medium
Getir,HealthTech,USA,2020,12,Private Equity,28513,1870,0.0656,2008.1,Product Pivot,,Medium
Opendoor,AI/ML,Germany,2024,9,Series D+,52632,2964,0.0563,971.0,Regulatory Pressure,,Medium
Getir,EdTech,Germany,2022,4,Series D+,108355,14665,0.1354,234.1,Merger/Acquisition,,Medium
Opendoor,E-Commerce,USA,2022,8,Series C,92127,9871,0.1072,419.4,Product Pivot,,Medium
Airbnb,Cybersecurity,USA,2022,3,Private Equity,123272,9316,0.0756,2062.4,Over-hiring Post-COVID,,Medium
Twilio,EdTech,India,2022,7,Public,145751,22480,0.1542,6660.3,Over-hiring Post-COVID,0.75,High
IBM,E-Commerce,India,2020,3,Series C,141794,36561,0.2578,344.7,IPO Preparation,,High
Robinhood,FinTech,India,2023,12,Series C,64568,16215,0.2511,326.4,Product Pivot,,High
Opendoor,AI/ML,USA,2024,7,Series C,16616,166,0.01,423.9,Product Pivot,,Low
Getir,FinTech,USA,2022,11,Public,51869,8618,0.1662,8847.0,Market Downturn,-10.4,High
Better.com,Hardware,USA,2023,10,Series C,103600,10956,0.1058,185.6,Merger/Acquisition,,Medium
LinkedIn,Hardware,USA,2023,10,Public,30155,3992,0.1324,7156.3,Merger/Acquisition,-0.87,Medium
IBM,Hardware,Singapore,2024,11,Series C,48132,4242,0.0881,289.7,Merger/Acquisition,,Medium
Twilio,FinTech,UK,2022,11,Series B,145765,18863,0.1294,113.8,Merger/Acquisition,,Medium
Oracle,E-Commerce,USA,2022,6,Public,19395,2562,0.1321,1926.9,Cost Cutting,-6.96,Medium
Twitter/X,Hardware,Canada,2022,2,Series B,23586,1737,0.0737,106.3,Cost Cutting,,Medium
Unity,HealthTech,UK,2023,11,Public,86137,4159,0.0483,3005.5,Regulatory Pressure,-7.52,Low
Microsoft,SaaS,USA,2024,3,Series B,107834,9069,0.0841,97.7,Restructuring,,Medium
Snap,E-Commerce,Australia,2022,6,Series D+,63583,8821,0.1387,448.6,Product Pivot,,Medium
Oracle,Hardware,France,2022,4,Public,95528,16041,0.1679,4102.2,Product Pivot,-4.3,High
Snap,Gaming,India,2024,6,Public,67457,12699,0.1883,4187.8,Product Pivot,-7.08,High
Oracle,Cloud Computing,USA,2024,1,Private Equity,98051,7889,0.0805,1558.1,Product Pivot,,Medium
Netflix,Cloud Computing,Germany,2024,10,Public,79006,11274,0.1427,1770.5,Merger/Acquisition,-8.9,Medium
LinkedIn,EdTech,Canada,2023,12,Public,138855,27354,0.197,2109.0,Merger/Acquisition,-1.6,High
Twitter/X,Cloud Computing,USA,2022,1,Public,94524,20157,0.2132,5723.8,Cost Cutting,-0.64,High
Opendoor,E-Commerce,USA,2023,3,Series C,81981,9451,0.1153,204.3,Over-hiring Post-COVID,,Medium
Salesforce,Logistics,Netherlands,2023,8,Series D+,755,77,0.1023,1143.8,Market Downturn,,Medium
Amazon,AI/ML,USA,2020,8,Public,15987,2162,0.1353,5450.5,Merger/Acquisition,-5.07,Medium
Dell,E-Commerce,Canada,2023,11,Public,19846,556,0.028,6213.5,Merger/Acquisition,4.15,Low
Cisco,SaaS,UK,2023,4,Public,35550,3715,0.1045,7821.4,IPO Preparation,-6.71,Medium
Dropbox,E-Commerce,USA,2022,6,Public,9244,1659,0.1796,4380.6,Merger/Acquisition,-13.63,High
SAP,Cybersecurity,USA,2023,8,Series D+,62096,10640,0.1714,616.2,Over-hiring Post-COVID,,High
Peloton,AI/ML,Australia,2023,7,Series C,120140,11819,0.0984,404.6,Over-hiring Post-COVID,,Medium
Cisco,Gaming,USA,2024,11,Public,55532,7631,0.1374,6019.0,Cost Cutting,-3.33,Medium
SAP,Cloud Computing,UK,2020,7,Series D+,43187,2333,0.054,740.1,Merger/Acquisition,,Medium
Lyft,AI/ML,India,2022,4,Series D+,63363,11169,0.1763,1245.3,Regulatory Pressure,,High
Microsoft,Cloud Computing,India,2023,9,Private Equity,132163,15036,0.1138,1372.7,IPO Preparation,,Medium
Microsoft,EdTech,Singapore,2022,12,Private Equity,6777,663,0.0979,1519.7,Market Downturn,,Medium
PayPal,AI/ML,UK,2023,10,Series B,62360,5678,0.0911,121.0,Product Pivot,,Medium
Google,Hardware,USA,2023,6,Public,133832,15386,0.115,3130.8,Merger/Acquisition,-2.58,Medium
Wayfair,Cloud Computing,Singapore,2021,12,Public,25241,2124,0.0842,5155.2,Cost Cutting,-0.45,Medium
Google,Gaming,India,2023,11,Public,120220,20756,0.1727,7793.5,Cost Cutting,-4.66,High
Robinhood,Hardware,USA,2023,3,Public,37711,3332,0.0884,5889.9,Regulatory Pressure,-5.21,Medium
Unity,Social Media,USA,2022,5,Series D+,7369,1823,0.2474,809.9,Market Downturn,,High
Wayfair,FinTech,France,2024,5,Series B,88116,20902,0.2372,112.2,IPO Preparation,,High
Uber,FinTech,USA,2024,5,Series A,95015,4624,0.0487,45.3,Restructuring,,Low
Zoom,Gaming,India,2023,8,Series B,60610,7611,0.1256,156.0,Cost Cutting,,Medium
Twitter/X,Cybersecurity,UK,2023,9,Series D+,34533,2346,0.0679,995.0,Over-hiring Post-COVID,,Medium
Airbnb,Social Media,USA,2023,9,Series C,45713,4290,0.0939,260.2,Over-hiring Post-COVID,,Medium
Coinbase,EdTech,Germany,2024,6,Public,13438,3765,0.2802,5649.6,Product Pivot,-4.84,High
Shopify,Gaming,USA,2023,6,Public,131342,12529,0.0954,5959.9,Cost Cutting,-1.76,Medium
Zoom,Hardware,USA,2023,9,Series C,2774,412,0.1488,179.1,IPO Preparation,,Medium
Salesforce,FinTech,UK,2024,4,Public,84890,13863,0.1633,5336.5,Product Pivot,-3.78,High
Meta,FinTech,USA,2022,6,Series D+,20544,820,0.0399,108.4,Cost Cutting,,Low
Twitter/X,FinTech,Canada,2024,4,Public,99872,5152,0.0516,5965.1,Market Downturn,-9.54,Medium
Intel,Hardware,Australia,2022,11,Series C,15206,357,0.0235,379.2,Merger/Acquisition,,Low
eBay,HealthTech,Canada,2022,1,Series B,137546,6756,0.0491,155.9,IPO Preparation,,Low
Opendoor,Gaming,USA,2022,7,Public,76964,769,0.01,4209.9,Cost Cutting,-1.64,Low
HP,E-Commerce,USA,2024,10,Series B,21713,3551,0.1636,134.8,IPO Preparation,,High
eBay,EdTech,UK,2024,11,Public,2450,696,0.2843,7847.9,Restructuring,-3.6,High
Robinhood,FinTech,Singapore,2023,12,Series D+,10911,1438,0.1318,1252.4,IPO Preparation,,Medium
Stripe,Cloud Computing,France,2023,6,Series C,129103,1291,0.01,296.5,IPO Preparation,,Low
eBay,Gaming,France,2023,9,Series C,63244,4337,0.0686,316.7,Over-hiring Post-COVID,,Medium
Shopify,SaaS,USA,2024,7,Private Equity,149343,12438,0.0833,2166.5,Market Downturn,,Medium
Twilio,Hardware,USA,2023,7,Public,35553,1372,0.0386,1998.4,Merger/Acquisition,-0.53,Low
Oracle,HealthTech,UK,2022,2,Series C,138617,26172,0.1888,261.2,Merger/Acquisition,,High
eBay,Gaming,USA,2022,12,Series C,58123,10742,0.1848,460.3,Over-hiring Post-COVID,,High
Bolt,EdTech,USA,2023,11,Series A,30214,832,0.0276,55.6,IPO Preparation,,Low
Meta,HealthTech,Singapore,2023,9,Public,109783,19542,0.178,5738.5,Merger/Acquisition,-11.87,High
Lyft,EdTech,USA,2022,10,Series B,9062,2194,0.2421,47.7,Product Pivot,,High
Klarna,Gaming,USA,2020,9,Series C,55548,15120,0.2722,294.0,Market Downturn,,High
IBM,E-Commerce,USA,2024,6,Public,93795,32754,0.3492,3820.2,Restructuring,-12.56,High
Shopify,SaaS,Singapore,2020,3,Series D+,12526,599,0.0478,905.9,Over-hiring Post-COVID,,Low
HP,EdTech,Germany,2023,1,Public,106647,36893,0.3459,3381.3,Cost Cutting,8.71,High
eBay,HealthTech,India,2024,4,Series C,32089,2941,0.0917,176.9,Cost Cutting,,Medium
Coinbase,HealthTech,Netherlands,2022,3,Series A,108699,7891,0.0726,7.0,Cost Cutting,,Medium
Dropbox,EdTech,USA,2022,12,Series C,97774,14291,0.1462,446.6,Regulatory Pressure,,Medium
HP,Logistics,Germany,2023,1,Series C,27344,2008,0.0734,252.0,Market Downturn,,Medium
LinkedIn,Gaming,USA,2024,3,Series D+,90915,13812,0.1519,850.3,Restructuring,,High
Amazon,Logistics,USA,2023,4,Public,55208,794,0.0144,4995.5,Merger/Acquisition,-0.56,Low
eBay,Cybersecurity,France,2024,8,Public,71325,7196,0.1009,2865.1,Restructuring,-1.31,Medium
HP,Gaming,Canada,2020,9,Series D+,52074,11604,0.2228,397.1,Restructuring,,High
Spotify,EdTech,USA,2023,3,Public,86048,9932,0.1154,2989.4,Over-hiring Post-COVID,-11.05,Medium
Google,Social Media,USA,2023,6,Public,64730,8500,0.1313,3553.7,Market Downturn,12.94,Medium
Dropbox,EdTech,UK,2024,10,Series D+,41081,6491,0.158,917.3,Cost Cutting,,High
Airbnb,Logistics,USA,2022,11,Public,25605,5470,0.2137,3408.6,Over-hiring Post-COVID,-5.13,High
Getir,E-Commerce,USA,2024,5,Public,80330,803,0.01,8493.0,Merger/Acquisition,-2.93,Low
Klarna,EdTech,USA,2023,6,Series D+,69657,11616,0.1668,1128.7,Restructuring,,High
IBM,EdTech,USA,2022,4,Public,87735,8646,0.0985,6616.7,IPO Preparation,-2.89,Medium
PayPal,E-Commerce,Australia,2021,10,Series A,2847,379,0.1333,38.1,Cost Cutting,,Medium
Gorillas,EdTech,USA,2024,6,Series A,48150,9860,0.2048,64.2,Regulatory Pressure,,High
Coinbase,FinTech,USA,2022,7,Series C,148682,3637,0.0245,273.8,Market Downturn,,Low
Snap,Social Media,UK,2022,9,Public,136495,5321,0.039,4937.5,Product Pivot,-4.31,Low
Oracle,Cloud Computing,France,2022,10,Series B,125426,1254,0.01,128.2,Regulatory Pressure,,Low
Shopify,Social Media,USA,2024,7,Series B,81647,6210,0.0761,153.7,Restructuring,,Medium
eBay,Hardware,USA,2023,6,Series B,48635,11012,0.2264,150.6,Restructuring,,High
PayPal,SaaS,USA,2023,1,Public,19699,2173,0.1104,4049.7,Restructuring,-2.96,Medium
Oracle,EdTech,Canada,2022,2,Series C,140638,1798,0.0128,236.0,Restructuring,,Low
Dell,FinTech,Germany,2023,1,Series B,102083,8283,0.0811,150.7,Cost Cutting,,Medium
Netflix,Gaming,Australia,2023,9,Series C,92790,927,0.01,385.8,Market Downturn,,Low
PayPal,EdTech,Singapore,2024,10,Series C,121287,3636,0.03,252.8,Regulatory Pressure,,Low
Microsoft,Logistics,Australia,2024,10,Series D+,114927,17366,0.1511,292.1,Over-hiring Post-COVID,,High
Snap,FinTech,Germany,2020,9,Series D+,148563,3876,0.0261,733.7,Cost Cutting,,Low
Google,E-Commerce,UK,2023,7,Public,87993,18391,0.209,6247.1,Market Downturn,-6.46,High
Airbnb,FinTech,USA,2020,2,Series C,132206,15112,0.1143,516.7,Regulatory Pressure,,Medium
Bolt,Hardware,Brazil,2023,6,Public,13271,1683,0.1268,2604.1,Over-hiring Post-COVID,-15.41,Medium
Shopify,E-Commerce,USA,2022,11,Series D+,126107,12324,0.0977,663.5,Restructuring,,Medium
Opendoor,Cybersecurity,USA,2022,4,Public,149870,27250,0.1818,4221.2,Market Downturn,-6.64,High
Lyft,Cloud Computing,India,2022,1,Series D+,80376,14680,0.1827,1233.9,Restructuring,,High
Uber,AI/ML,USA,2023,1,Public,60148,8829,0.1468,4930.1,IPO Preparation,-7.57,Medium
Gorillas,FinTech,Germany,2022,12,Series C,76283,12600,0.1652,191.1,Market Downturn,,High
Salesforce,HealthTech,Germany,2023,5,Series B,44940,4630,0.103,146.8,Merger/Acquisition,,Medium
eBay,Logistics,USA,2022,12,Public,32155,5253,0.1634,4190.7,Product Pivot,2.99,High
Opendoor,EdTech,France,2020,2,Public,43539,4047,0.093,2551.2,Restructuring,2.81,Medium
Salesforce,Logistics,USA,2023,4,Public,55755,6700,0.1202,3214.5,Restructuring,-3.79,Medium
Gorillas,Social Media,USA,2022,1,Series A,72719,7128,0.098,67.7,Restructuring,,Medium
Better.com,AI/ML,UK,2022,4,Series D+,11744,979,0.0834,922.9,Merger/Acquisition,,Medium
Shopify,Social Media,India,2023,11,Series D+,95094,6168,0.0649,834.5,Cost Cutting,,Medium
Zoom,Cybersecurity,Australia,2022,6,Public,59095,9302,0.1574,4500.2,Over-hiring Post-COVID,-5.67,High
Salesforce,AI/ML,USA,2020,10,Series C,104398,23473,0.2248,335.1,Restructuring,,High
Salesforce,AI/ML,India,2022,4,Series A,28871,6169,0.2137,44.5,Restructuring,,High
Microsoft,Social Media,USA,2024,1,Series B,6414,124,0.0195,134.0,Regulatory Pressure,,Low
Twilio,E-Commerce,Singapore,2023,7,Series C,27680,6176,0.2231,313.8,Regulatory Pressure,,High
Cisco,Hardware,USA,2023,2,Public,135260,12788,0.0945,6737.6,Cost Cutting,5.81,Medium
Twilio,Social Media,Canada,2023,9,Public,80719,13565,0.1681,5046.2,Cost Cutting,-2.88,High
Peloton,Logistics,USA,2022,3,Public,79116,3758,0.0475,3044.1,Product Pivot,2.0,Low
LinkedIn,E-Commerce,USA,2022,8,Public,141488,18585,0.1314,3775.2,Market Downturn,-5.26,Medium
Stripe,Logistics,UK,2023,8,Public,95713,13887,0.1451,1042.0,Restructuring,2.43,Medium
Google,Hardware,France,2021,3,Public,38305,383,0.01,9053.6,Market Downturn,1.81,Low
Peloton,Cybersecurity,UK,2022,4,Series D+,145025,24460,0.1687,1076.1,IPO Preparation,,High
Gorillas,EdTech,Singapore,2022,2,Private Equity,127099,28937,0.2277,1002.0,Cost Cutting,,High
Bolt,Hardware,UK,2022,4,Series C,74676,7917,0.106,266.2,Cost Cutting,,Medium
LinkedIn,SaaS,UK,2024,11,Series B,95299,21805,0.2288,89.4,Product Pivot,,High
Peloton,Gaming,USA,2020,11,Series C,98885,10365,0.1048,485.1,Over-hiring Post-COVID,,Medium
Salesforce,E-Commerce,Australia,2023,11,Public,89419,16807,0.188,2160.2,Merger/Acquisition,4.17,High
Amazon,Cybersecurity,USA,2022,9,Series B,138982,1389,0.01,125.5,Merger/Acquisition,,Low
Netflix,SaaS,Netherlands,2024,2,Public,81962,25695,0.3135,4782.9,Merger/Acquisition,0.43,High
Coinbase,HealthTech,Netherlands,2021,12,Series C,31659,7586,0.2396,399.2,Cost Cutting,,High
Cisco,Cybersecurity,Singapore,2022,12,Public,42539,4136,0.0972,4792.0,Restructuring,-4.92,Medium
Microsoft,Social Media,UK,2023,3,Private Equity,48300,483,0.01,445.1,Regulatory Pressure,,Low
IBM,Social Media,India,2023,11,Public,41261,5902,0.143,4497.8,Product Pivot,-18.04,Medium
Salesforce,Hardware,Canada,2022,11,Public,95126,951,0.01,3055.7,Over-hiring Post-COVID,-9.61,Low
Twilio,Gaming,USA,2022,4,Private Equity,118868,18494,0.1556,1547.7,IPO Preparation,,High
Getir,Cybersecurity,Germany,2022,5,Public,81403,12448,0.1529,7868.4,Merger/Acquisition,-7.6,High
Amazon,Cloud Computing,USA,2022,1,Series C,119498,5340,0.0447,91.3,Product Pivot,,Low
IBM,EdTech,UK,2022,7,Series C,137385,28806,0.2097,204.0,Regulatory Pressure,,High
